ID	File	Speaker	Adjective	Ethnicity	Gender	Age	Education	L1	Frequency	Function	Priming	Gradability	SemanticCategory	Emotionality	really	FileSpeaker
50871	DPC124	CH	cool	PAKEHA	Woman	20-29	University	ENGLISH	0.98973	Predicative	Prime	-3.66356164612965	PhysicalProperty	PositiveEmotional	really	DPC124CH
50888	DPC124	CH	bad	PAKEHA	Woman	20-29	University	ENGLISH	1.22537	Attributive	NoPrime	-3.66356164612965	Value	NegativeEmotional	other	DPC124CH
50910	DPC124	CH	neat	PAKEHA	Woman	20-29	University	ENGLISH	0.26393	Attributive	NoPrime	-0.820337657439473	HumanPropensity	NonEmotional	really	DPC124CH
50916	DPC124	CH	neat	PAKEHA	Woman	20-29	University	ENGLISH	0.26393	Attributive	Prime	-1.0572079511074	HumanPropensity	NonEmotional	really	DPC124CH
50974	DPC124	CH	convenient	PAKEHA	Woman	20-29	University	ENGLISH	0.01885	Attributive	NoPrime	1	Value	PositiveEmotional	really	DPC124CH
51007	DPC124	AR	funny	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.13112	Attributive	NoPrime	-2.63986139913855	HumanPropensity	NonEmotional	really	DPC124AR
51010	DPC124	AR	odd	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.13196	Predicative	Prime	1.58743278417337	Value	NonEmotional	really	DPC124AR
51023	DPC124	AR	horrible	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.2545	Attributive	Prime	-1.43974175935183	Value	NegativeEmotional	really	DPC124AR
51027	DPC124	CH	good	PAKEHA	Woman	20-29	University	ENGLISH	6.89038	Attributive	Prime	-1.09586108354364	Value	PositiveEmotional	really	DPC124CH
51031	DPC124	CH	tough	PAKEHA	Woman	20-29	University	ENGLISH	0.07541	Attributive	NoPrime	-1.4692195059859	PhysicalProperty	NegativeEmotional	other	DPC124CH
51090	DPC124	AR	cool	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.98973	Predicative	NoPrime	-0.845850019936695	PhysicalProperty	PositiveEmotional	really	DPC124AR
51108	DPC124	AR	cute	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.16967	Attributive	NoPrime	1	Value	PositiveEmotional	really	DPC124AR
51114	DPC125	AI	attractive	PAKEHA	Woman	30-39	University	ENGLISH	0.02124	Attributive	NoPrime	1	Other	NonEmotional	other	DPC125AI
51117	DPC125	BR	young	OTHER	Man	30-39	University	OTHER	0.63029	Attributive	Prime	-2.26870593059778	Age	PositiveEmotional	other	DPC125BR
51118	DPC125	AI	young	PAKEHA	Woman	30-39	University	ENGLISH	0.27618	Attributive	NoPrime	-1.5339098932768	Age	PositiveEmotional	other	DPC125AI
51119	DPC125	BR	young	OTHER	Man	30-39	University	OTHER	0.63029	Predicative	Prime	-1.89783497922093	Age	PositiveEmotional	other	DPC125BR
51156	DPC125	AI	expensive	PAKEHA	Woman	30-39	University	ENGLISH	0.1912	Attributive	NoPrime	1	Value	NonEmotional	other	DPC125AI
51191	DPC125	AI	interesting	PAKEHA	Woman	30-39	University	ENGLISH	0.44614	Attributive	NoPrime	1	Value	PositiveEmotional	really	DPC125AI
51213	DPC125	BR	cold	OTHER	Man	30-39	University	OTHER	0.13788	Attributive	NoPrime	-0.153725619589308	PhysicalProperty	NegativeEmotional	other	DPC125BR
51243	DPC125	AI	deep	PAKEHA	Woman	30-39	University	ENGLISH	0.04249	Attributive	NoPrime	-3.66356164612965	Dimension	NonEmotional	other	DPC125AI
51272	DPC125	AI	stupid	PAKEHA	Woman	30-39	University	ENGLISH	0.10622	Attributive	NoPrime	-1.19385163780056	HumanPropensity	NegativeEmotional	other	DPC125AI
51276	DPC125	AI	low	PAKEHA	Woman	30-39	University	ENGLISH	0.12747	Attributive	NoPrime	-3.66356164612965	Position	NonEmotional	other	DPC125AI
51295	DPC125	AI	good	PAKEHA	Woman	30-39	University	ENGLISH	4.46144	Attributive	NoPrime	-3.66356164612965	Value	PositiveEmotional	other	DPC125AI
51550	DPC126	TA	nice	MAORI	Man	20-29	University	ENGLISH	1.03066	Attributive	NoPrime	0.00616225376312128	Value	NonEmotional	really	DPC126TA
51589	DPC127	PC	true	PAKEHA	Woman	30-39	University	ENGLISH	0.45302	Attributive	NoPrime	-0.0875722086529048	Other	NonEmotional	really	DPC127PC
51611	DPC127	PC	good	PAKEHA	Woman	30-39	University	ENGLISH	6.02718	Predicative	NoPrime	-0.456301080574778	Value	PositiveEmotional	really	DPC127PC
51613	DPC127	PC	great	PAKEHA	Woman	30-39	University	ENGLISH	0.86665	Predicative	Prime	-3.66356164612965	Value	NonEmotional	really	DPC127PC
51615	DPC127	PC	nice	PAKEHA	Woman	30-39	University	ENGLISH	0.72878	Attributive	NoPrime	-0.218313914091959	Value	NonEmotional	other	DPC127PC
51686	DPC127	PC	good	PAKEHA	Woman	30-39	University	ENGLISH	6.02718	Attributive	NoPrime	-1.95649553666731	Value	PositiveEmotional	really	DPC127PC
51690	DPC127	PC	good	PAKEHA	Woman	30-39	University	ENGLISH	6.02718	Attributive	NoPrime	0.195570503730872	Value	PositiveEmotional	really	DPC127PC
51719	DPC127	PC	healthy	PAKEHA	Woman	30-39	University	ENGLISH	0.09848	Attributive	NoPrime	1	HumanPropensity	PositiveEmotional	other	DPC127PC
51742	DPC127	PC	good	PAKEHA	Woman	30-39	University	ENGLISH	6.02718	Attributive	NoPrime	-2.50654916899263	Value	PositiveEmotional	really	DPC127PC
51781	DPC127	PC	neat	PAKEHA	Woman	30-39	University	ENGLISH	0.15757	Attributive	NoPrime	-2.47033664190024	HumanPropensity	NonEmotional	really	DPC127PC
51877	DPC128	CJ	dry	PAKEHA	Woman	20-29	University	ENGLISH	0.07541	Predicative	NoPrime	-1.81052815584972	PhysicalProperty	NonEmotional	really	DPC128CJ
51903	DPC128	AD	funny	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.33484	Attributive	NoPrime	0.908018225496896	HumanPropensity	NonEmotional	really	DPC128AD
51925	DPC128	AD	obvious	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.03939	Predicative	NoPrime	-0.808616885246797	Other	PositiveEmotional	other	DPC128AD
51934	DPC128	NN	expensive	PAKEHA	Woman	30-39	University	ENGLISH	0.07879	Attributive	NoPrime	1	Value	NonEmotional	really	DPC128NN
51959	DPC128	NN	good	PAKEHA	Woman	30-39	University	ENGLISH	6.02718	Predicative	NoPrime	-0.16784848302768	Value	PositiveEmotional	really	DPC128NN
52012	DPC128	CJ	good	PAKEHA	Woman	20-29	University	ENGLISH	6.89038	Predicative	NoPrime	-1.85551767105173	Value	PositiveEmotional	really	DPC128CJ
52246	DPC130	TM	high	PAKEHA	Man	16-19	University	ENGLISH	0.31969	Attributive	NoPrime	-1.45067003947844	Position	NonEmotional	other	DPC130TM
52377	DPC130	TM	good	PAKEHA	Man	16-19	University	ENGLISH	5.34953	Attributive	NoPrime	-2.00206405888333	Value	PositiveEmotional	other	DPC130TM
52384	DPC130	TM	useful	PAKEHA	Man	16-19	University	ENGLISH	0.06394	Attributive	NoPrime	1.08608686860371	Value	NonEmotional	really	DPC130TM
52583	DPC131	DP	hot	PAKEHA	Woman	30-39	University	ENGLISH	0.25606	Attributive	NoPrime	-0.720024469892222	PhysicalProperty	NonEmotional	other	DPC131DP
52692	DPC131	DP	good	PAKEHA	Woman	30-39	University	ENGLISH	6.02718	Attributive	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC131DP
52701	DPC131	DP	slack	PAKEHA	Woman	30-39	University	ENGLISH	0.03939	Attributive	NoPrime	-0.584945898005677	PhysicalProperty	NegativeEmotional	other	DPC131DP
52735	DPC131	CF	worried	PAKEHA	Woman	30-39	University	ENGLISH	0.04249	Predicative	NoPrime	1	HumanPropensity	NegativeEmotional	really	DPC131CF
52759	DPC131	DP	silly	PAKEHA	Woman	30-39	University	ENGLISH	0.09848	Attributive	NoPrime	-1.77366920111152	HumanPropensity	NegativeEmotional	other	DPC131DP
52812	DPC131	AI	bright	PAKEHA	Man	30-39	University	ENGLISH	0.10622	Attributive	NoPrime	0.837776374614919	Color	NonEmotional	other	DPC131AI
52863	DPC132	KL	long	PAKEHA	Man	30-39	University	ENGLISH	0.55237	Predicative	NoPrime	-3.66356164612965	Dimension	NonEmotional	other	DPC132KL
52938	DPC132	MP	hot	PAKEHA	Woman	50+	NoUniversity	ENGLISH	0.36383	Attributive	NoPrime	-2.28958439182572	PhysicalProperty	NonEmotional	other	DPC132MP
52939	DPC132	RA	warm	PAKEHA	Woman	50+	NoUniversity	ENGLISH	0.2079	Predicative	NoPrime	-2.55770386508454	PhysicalProperty	NonEmotional	other	DPC132RA
52961	DPC132	RA	nice	PAKEHA	Woman	50+	NoUniversity	ENGLISH	1.32536	Attributive	NoPrime	-2.10923531141873	Value	NonEmotional	other	DPC132RA
52967	DPC132	RA	nice	PAKEHA	Woman	50+	NoUniversity	ENGLISH	1.32536	Attributive	Prime	-3.66356164612965	Value	NonEmotional	other	DPC132RA
53012	DPC132	MP	hot	PAKEHA	Woman	50+	NoUniversity	ENGLISH	0.36383	Predicative	NoPrime	0.0335048719692152	PhysicalProperty	NonEmotional	really	DPC132MP
53053	DPC132	KL	long	PAKEHA	Man	30-39	University	ENGLISH	0.55237	Attributive	NoPrime	-3.66356164612965	Dimension	NonEmotional	really	DPC132KL
53057	DPC132	KL	short	PAKEHA	Man	30-39	University	ENGLISH	0.31867	Predicative	NoPrime	-0.796767692495904	Dimension	NonEmotional	really	DPC132KL
53060	DPC132	MP	hard	PAKEHA	Woman	50+	NoUniversity	ENGLISH	0.54574	Attributive	NoPrime	0.123999269542317	PhysicalProperty	NonEmotional	other	DPC132MP
53063	DPC132	RA	hard	PAKEHA	Woman	50+	NoUniversity	ENGLISH	0.54574	Predicative	Prime	-2.68075028817586	PhysicalProperty	NonEmotional	other	DPC132RA
53080	DPC132	MP	nice	PAKEHA	Woman	50+	NoUniversity	ENGLISH	1.32536	Attributive	NoPrime	-3.66356164612965	Value	NonEmotional	other	DPC132MP
53136	DPC133	AS	good	PAKEHA	Man	20-29	University	OTHER	6.08091	Attributive	NoPrime	-0.263321729388539	Value	PositiveEmotional	other	DPC133AS
53195	DPC133	BO	keen	MAORI	Woman	40-49	NoUniversity	ENGLISH	0.11359	Predicative	NoPrime	-2.37968838416525	HumanPropensity	NonEmotional	other	DPC133BO
53205	DPC133	AS	useful	PAKEHA	Man	20-29	University	OTHER	0.0773	Predicative	NoPrime	-1.23053027625789	Value	NonEmotional	other	DPC133AS
53305	DPC133	BO	handy	MAORI	Woman	40-49	NoUniversity	ENGLISH	0.05679	Attributive	NoPrime	-0.459050003199691	Value	PositiveEmotional	other	DPC133BO
53358	DPC133	AS	expensive	PAKEHA	Man	20-29	University	OTHER	0.18037	Predicative	NoPrime	1	Value	NonEmotional	other	DPC133AS
53367	DPC133	AS	good	PAKEHA	Man	20-29	University	OTHER	6.08091	Predicative	NoPrime	-1.93740020324285	Value	PositiveEmotional	other	DPC133AS
53369	DPC133	AS	good	PAKEHA	Man	20-29	University	OTHER	6.08091	Predicative	Prime	-3.66356164612965	Value	PositiveEmotional	other	DPC133AS
53447	DPC136	AT	funny	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.13112	Attributive	NoPrime	-1.77099217265381	HumanPropensity	NonEmotional	really	DPC136AT
53448	DPC136	AT	strange	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.22622	Attributive	Prime	-0.112731694316966	Other	NonEmotional	really	DPC136AT
53450	DPC136	AT	good	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	6.89038	Attributive	Prime	-1.60463856468868	Value	PositiveEmotional	really	DPC136AT
53468	DPC136	AT	beautiful	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.16024	Predicative	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC136AT
53522	DPC136	BD	hard	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.57545	Predicative	NoPrime	-0.820337657439473	PhysicalProperty	NonEmotional	really	DPC136BD
53537	DPC136	BD	bad	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	1.30009	Attributive	Prime	-3.66356164612965	Value	NegativeEmotional	really	DPC136BD
53566	DPC136	BD	strange	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.21313	Predicative	NoPrime	-2.22230627521856	Other	NonEmotional	other	DPC136BD
53579	DPC136	BD	weird	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.27707	Predicative	NoPrime	-3.66356164612965	HumanPropensity	NegativeEmotional	really	DPC136BD
53581	DPC136	BD	hard	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.57545	Predicative	Prime	0.0717153179854987	PhysicalProperty	NonEmotional	really	DPC136BD
53588	DPC136	BD	wet	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.06394	Predicative	NoPrime	-3.66356164612965	PhysicalProperty	NonEmotional	really	DPC136BD
53590	DPC136	BD	weird	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.27707	Attributive	Prime	-3.66356164612965	HumanPropensity	NegativeEmotional	really	DPC136BD
53618	DPC136	BD	stupid	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.44757	Attributive	NoPrime	-3.66356164612965	HumanPropensity	NegativeEmotional	really	DPC136BD
53629	DPC136	BD	mean	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.85251	Predicative	NoPrime	-1.86257645315393	HumanPropensity	NonEmotional	other	DPC136BD
53631	DPC136	BD	annoyed	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.04263	Predicative	NoPrime	1	HumanPropensity	NonEmotional	really	DPC136BD
53646	DPC136	BD	vital	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.02131	Attributive	NoPrime	-0.344898522976945	Value	PositiveEmotional	other	DPC136BD
53656	DPC136	BD	profound	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	0.02131	Predicative	NoPrime	-3.66356164612965	Value	NonEmotional	really	DPC136BD
53685	DPC136	AT	cool	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.98973	Attributive	NoPrime	-1.49988980397457	PhysicalProperty	PositiveEmotional	really	DPC136AT
53701	DPC138	AA	good	MAORI	Woman	20-29	NoUniversity	ENGLISH	6.89038	Predicative	NoPrime	0.129472122585066	Value	PositiveEmotional	other	DPC138AA
53755	DPC138	BC	hard	PAKEHA	Woman	20-29	University	ENGLISH	0.75408	Predicative	NoPrime	0.142082545036258	PhysicalProperty	NonEmotional	really	DPC138BC
53773	DPC138	BC	glad	PAKEHA	Woman	20-29	University	ENGLISH	0.13196	Attributive	NoPrime	-3.66356164612965	HumanPropensity	PositiveEmotional	other	DPC138BC
53774	DPC138	BC	glad	PAKEHA	Woman	20-29	University	ENGLISH	0.13196	Attributive	Prime	-1.11456846172147	HumanPropensity	PositiveEmotional	other	DPC138BC
53789	DPC138	AA	good	MAORI	Woman	20-29	NoUniversity	ENGLISH	6.89038	Attributive	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC138AA
53809	DPC138	BC	fast	PAKEHA	Woman	20-29	University	ENGLISH	0.0377	Predicative	NoPrime	-0.979021543025789	Speed	NonEmotional	really	DPC138BC
53813	DPC138	BC	bad	PAKEHA	Woman	20-29	University	ENGLISH	1.22537	Attributive	Prime	-0.830222925404253	Value	NegativeEmotional	really	DPC138BC
53816	DPC138	AA	early	MAORI	Woman	20-29	NoUniversity	ENGLISH	0.12254	Predicative	Prime	-1.1237077311973	Other	NonEmotional	really	DPC138AA
53826	DPC138	AA	nice	MAORI	Woman	20-29	NoUniversity	ENGLISH	1.72495	Attributive	NoPrime	-3.66356164612965	Value	NonEmotional	other	DPC138AA
53941	DPC139	MY	expensive	PAKEHA	Woman	16-19	University	ENGLISH	0.34101	Attributive	NoPrime	1	Value	NonEmotional	other	DPC139MY
53962	DPC139	KL	good	PAKEHA	Woman	20-29	University	ENGLISH	6.89038	Attributive	NoPrime	-0.811687545989531	Value	PositiveEmotional	really	DPC139KL
53977	DPC139	KL	cool	PAKEHA	Woman	20-29	University	ENGLISH	0.98973	Attributive	NoPrime	-2.04407335400248	PhysicalProperty	PositiveEmotional	really	DPC139KL
53998	DPC139	KL	subtle	PAKEHA	Woman	20-29	University	ENGLISH	0.00943	Attributive	NoPrime	0.359783557762971	Other	NonEmotional	other	DPC139KL
54002	DPC139	KL	funny	PAKEHA	Woman	20-29	University	ENGLISH	1.13112	Attributive	NoPrime	-0.536648439052284	HumanPropensity	NonEmotional	really	DPC139KL
54095	DPC139	KL	bored	PAKEHA	Woman	20-29	University	ENGLISH	0.07541	Attributive	NoPrime	1	HumanPropensity	NonEmotional	really	DPC139KL
54111	DPC139	MY	quiet	PAKEHA	Woman	16-19	University	ENGLISH	0.02131	Attributive	NoPrime	-2.27406606532825	PhysicalProperty	PositiveEmotional	really	DPC139MY
54121	DPC139	MY	different	PAKEHA	Woman	16-19	University	ENGLISH	0.74595	Attributive	NoPrime	1	Other	NonEmotional	other	DPC139MY
54145	DPC139	JN	awful	MAORI	Woman	20-29	University	ENGLISH	0.35819	Attributive	NoPrime	0.390812170522344	Value	NegativeEmotional	really	DPC139JN
54149	DPC139	MY	bad	PAKEHA	Woman	16-19	University	ENGLISH	1.30009	Attributive	Prime	-1.07814727856094	Value	NegativeEmotional	really	DPC139MY
54246	DPC140	DR	cold	PAKEHA	Woman	30-39	University	ENGLISH	0.40365	Predicative	NoPrime	-0.218315403101686	PhysicalProperty	NegativeEmotional	other	DPC140DR
54261	DPC140	DR	pleasant	PAKEHA	Woman	30-39	University	ENGLISH	0.08498	Attributive	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC140DR
54297	DPC140	DR	strong	PAKEHA	Woman	30-39	University	ENGLISH	0.31867	Attributive	NoPrime	-3.66356164612965	PhysicalProperty	NonEmotional	other	DPC140DR
54423	DPC140	MT	big	PAKEHA	Woman	50+	University	ENGLISH	1.87891	Predicative	NoPrime	-0.858340603450685	Dimension	NonEmotional	other	DPC140MT
54516	DPC141	RT	cold	PAKEHA	Woman	50+	University	ENGLISH	0.4386	Attributive	NoPrime	-0.729624102210353	PhysicalProperty	NegativeEmotional	really	DPC141RT
54621	DPC141	RT	pleased	PAKEHA	Woman	50+	University	ENGLISH	0.4386	Predicative	NoPrime	1	HumanPropensity	PositiveEmotional	other	DPC141RT
54665	DPC141	WG	nice	PAKEHA	Woman	40-49	University	ENGLISH	0.85191	Predicative	NoPrime	-0.933575021141605	Value	NonEmotional	other	DPC141WG
54767	DPC151	AF	good	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	4.46144	Attributive	NoPrime	-1.00635090068128	Value	PositiveEmotional	other	DPC151AF
54862	DPC151	BV	good	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	4.26204	Predicative	NoPrime	-1.46434646463991	Value	PositiveEmotional	really	DPC151BV
54900	DPC151	AF	windy	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.02124	Attributive	NoPrime	-3.66356164612965	PhysicalProperty	NonEmotional	really	DPC151AF
54907	DPC151	BV	difficult	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	0.33149	Attributive	NoPrime	0.00616221646898535	Difficulty	NonEmotional	other	DPC151BV
54924	DPC151	AF	good	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	4.46144	Attributive	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC151AF
54997	DPC153	AH	good	MAORI	Woman	20-29	University	OTHER	6.08091	Predicative	NoPrime	-3.66356164612965	Value	PositiveEmotional	other	DPC153AH
55213	DPC153	ME	nice	MAORI	Woman	20-29	University	OTHER	1.03066	Attributive	NoPrime	1.36280360850312	Value	NonEmotional	really	DPC153ME
55218	DPC153	ME	nice	MAORI	Woman	20-29	University	OTHER	1.03066	Predicative	Prime	-1.21052433935674	Value	NonEmotional	really	DPC153ME
55266	DPC154	EM	different	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.89547	Attributive	NoPrime	1	Other	NonEmotional	other	DPC154EM
55314	DPC154	EM	horrible	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.2545	Attributive	NoPrime	-0.399333229426331	Value	NegativeEmotional	other	DPC154EM
55415	DPC154	PA	interesting	PAKEHA	Woman	20-29	University	ENGLISH	0.64097	Attributive	NoPrime	1	Value	PositiveEmotional	other	DPC154PA
55470	DPC154	PA	awful	PAKEHA	Woman	20-29	University	ENGLISH	0.35819	Attributive	NoPrime	-3.66356164612965	Value	NegativeEmotional	really	DPC154PA
55486	DPC154	PA	good	PAKEHA	Woman	20-29	University	ENGLISH	6.89038	Attributive	Prime	0.58516302914663	Value	PositiveEmotional	really	DPC154PA
55507	DPC154	EM	expensive	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.18852	Predicative	NoPrime	1	Value	NonEmotional	really	DPC154EM
55546	DPC154	PA	cool	PAKEHA	Woman	20-29	University	ENGLISH	0.98973	Predicative	NoPrime	1.54241884040075	PhysicalProperty	PositiveEmotional	really	DPC154PA
55551	DPC154	PA	different	PAKEHA	Woman	20-29	University	ENGLISH	0.89547	Attributive	NoPrime	1	Other	NonEmotional	really	DPC154PA
55588	DPC154	PA	angry	PAKEHA	Woman	20-29	University	ENGLISH	0.0377	Predicative	NoPrime	-1.41445744363178	HumanPropensity	NegativeEmotional	other	DPC154PA
55605	DPC154	PA	bad	PAKEHA	Woman	20-29	University	ENGLISH	1.22537	Predicative	NoPrime	1.07004961145762	Value	NegativeEmotional	really	DPC154PA
55628	DPC154	PA	good	PAKEHA	Woman	20-29	University	ENGLISH	6.89038	Attributive	NoPrime	-1.9842051825058	Value	PositiveEmotional	really	DPC154PA
55631	DPC154	EM	cool	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.98973	Attributive	Prime	-0.985145517894056	PhysicalProperty	PositiveEmotional	really	DPC154EM
55652	DPC154	PA	good	PAKEHA	Woman	20-29	University	ENGLISH	6.89038	Attributive	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC154PA
55669	DPC154	EM	difficult	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.04713	Predicative	Prime	-1.88523957296508	Difficulty	NonEmotional	really	DPC154EM
55686	DPC156	BE	long	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.86719	Predicative	NoPrime	-1.21673395780116	Dimension	NonEmotional	really	DPC156BE
55690	DPC156	BE	freaky	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.01885	Attributive	Prime	1	Other	NonEmotional	really	DPC156BE
55714	DPC156	BE	nice	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.72495	Attributive	NoPrime	-0.14815885577044	Value	NonEmotional	really	DPC156BE
55732	DPC156	SH	guilty	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.01885	Predicative	NoPrime	1	HumanPropensity	NegativeEmotional	really	DPC156SH
55744	DPC156	SH	good	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	6.89038	Attributive	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC156SH
55766	DPC156	BE	funny	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.13112	Attributive	NoPrime	1.23675594013244	HumanPropensity	NonEmotional	really	DPC156BE
55789	DPC156	SH	arrogant	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.04713	Attributive	NoPrime	-3.66356164612965	HumanPropensity	NegativeEmotional	other	DPC156SH
55792	DPC156	SH	big	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.90404	Predicative	Prime	-2.81515834289751	Dimension	NonEmotional	other	DPC156SH
55836	DPC156	BE	boring	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.08483	Predicative	NoPrime	1	Value	NegativeEmotional	other	DPC156BE
55839	DPC156	SH	bad	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.22537	Attributive	NoPrime	-1.01331680667928	Value	NegativeEmotional	really	DPC156SH
55912	DPC156	SH	guilty	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.01885	Attributive	NoPrime	1	HumanPropensity	NegativeEmotional	other	DPC156SH
55917	DPC156	BE	vicious	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.00943	Predicative	NoPrime	-3.66356164612965	HumanPropensity	NegativeEmotional	really	DPC156BE
55965	DPC157	JD	good	PAKEHA	Woman	16-19	University	ENGLISH	5.34953	Attributive	NoPrime	0.601339082734099	Value	PositiveEmotional	really	DPC157JD
55967	DPC157	JD	confident	PAKEHA	Woman	16-19	University	ENGLISH	0.02131	Predicative	Prime	1	HumanPropensity	PositiveEmotional	really	DPC157JD
55976	DPC157	JD	good	PAKEHA	Woman	16-19	University	ENGLISH	5.34953	Attributive	NoPrime	0.499961101944821	Value	PositiveEmotional	really	DPC157JD
55978	DPC157	JD	good	PAKEHA	Woman	16-19	University	ENGLISH	5.34953	Predicative	Prime	-2.9603152484954	Value	PositiveEmotional	really	DPC157JD
55994	DPC157	JD	embarrassing	PAKEHA	Woman	16-19	University	ENGLISH	0.02131	Predicative	NoPrime	1	Value	NegativeEmotional	other	DPC157JD
55997	DPC157	JD	good	PAKEHA	Woman	16-19	University	ENGLISH	5.34953	Predicative	Prime	-0.439575196868816	Value	PositiveEmotional	other	DPC157JD
56012	DPC157	JD	subtle	PAKEHA	Woman	16-19	University	ENGLISH	0.04263	Predicative	NoPrime	-3.66356164612965	Other	NonEmotional	really	DPC157JD
56041	DPC157	JD	hard	PAKEHA	Woman	16-19	University	ENGLISH	0.57545	Predicative	NoPrime	-1.14180244680868	PhysicalProperty	NonEmotional	other	DPC157JD
56050	DPC157	SL	sorry	PAKEHA	Woman	16-19	University	ENGLISH	0.4902	Predicative	NoPrime	-2.13002461129665	HumanPropensity	NonEmotional	other	DPC157SL
56062	DPC157	SL	good	PAKEHA	Woman	16-19	University	ENGLISH	5.34953	Predicative	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC157SL
56063	DPC157	SL	cute	PAKEHA	Woman	16-19	University	ENGLISH	0.1705	Attributive	Prime	1	Value	PositiveEmotional	really	DPC157SL
56068	DPC157	SL	good	PAKEHA	Woman	16-19	University	ENGLISH	5.34953	Attributive	Prime	1.58393711413071	Value	PositiveEmotional	really	DPC157SL
56102	DPC157	SL	upset	PAKEHA	Woman	16-19	University	ENGLISH	0.08525	Attributive	NoPrime	-1.27405421439767	HumanPropensity	NegativeEmotional	really	DPC157SL
56119	DPC157	SL	cool	PAKEHA	Woman	16-19	University	ENGLISH	1.55584	Predicative	NoPrime	-3.66356164612965	PhysicalProperty	PositiveEmotional	other	DPC157SL
56140	DPC157	JD	good	PAKEHA	Woman	16-19	University	ENGLISH	5.34953	Attributive	NoPrime	-0.894772206013308	Value	PositiveEmotional	really	DPC157JD
56181	DPC157	SL	exciting	PAKEHA	Woman	16-19	University	ENGLISH	0.25575	Attributive	NoPrime	1	Value	PositiveEmotional	other	DPC157SL
56184	DPC157	SL	good	PAKEHA	Woman	16-19	University	ENGLISH	5.34953	Attributive	NoPrime	-0.518934295746073	Value	PositiveEmotional	other	DPC157SL
56376	DPC158	NT	pretty	PAKEHA	Woman	20-29	University	ENGLISH	0.16967	Predicative	NoPrime	-3.66356164612965	Value	PositiveEmotional	really	DPC158NT
56382	DPC158	NT	quicker	PAKEHA	Woman	20-29	University	ENGLISH	0.00943	Attributive	NoPrime	1	Speed	NonEmotional	other	DPC158NT
56430	DPC158	NT	stupid	PAKEHA	Woman	20-29	University	ENGLISH	0.31106	Attributive	NoPrime	-0.301864226963283	HumanPropensity	NegativeEmotional	really	DPC158NT
56472	DPC158	NT	thick	PAKEHA	Woman	20-29	University	ENGLISH	0.08483	Attributive	NoPrime	-3.66356164612965	Dimension	NonEmotional	other	DPC158NT
